listing_ID,status_Text,Address,Bedrooms,Bathrooms,Lat,Long,LivingArea,HomeType,BrokerName,BrokerPhone,Detail_URL,Image,Price
66476891,House for sale,"207 Hunter Heights Rd, Northville, NY 12134",3,3.0,43.221778,-74.164985,1248,SINGLE_FAMILY,Listing by: Thomas J Real Estate Inc,518-863-4691,https://www.zillow.com/homedetails/207-Hunter-Heights-Rd-Northville-NY-12134/66476891_zpid/,https://photos.zillowstatic.com/fp/e9437617fbb7c855bd4aa6bd9d703392-p_e.jpg,"$399,000"
32869248,House for sale,"1243 Glasco Tpke, Saugerties, NY 12477",4,4.0,42.045587,-74.04157,2832,SINGLE_FAMILY,Listing by: Win Morrison Realty - W,845-679-9444,https://www.zillow.com/homedetails/1243-Glasco-Tpke-Saugerties-NY-12477/32869248_zpid/,https://photos.zillowstatic.com/fp/a4140780d84a02037201f35515e0727b-p_e.jpg,"$349,000"
30823179,House for sale,"2607 Genesee St, Piffard, NY 14533",4,2.0,42.831075,-77.891217,2456,SINGLE_FAMILY,Listing by: RE/MAX Plus,585-279-8200,https://www.zillow.com/homedetails/2607-Genesee-St-Piffard-NY-14533/30823179_zpid/,https://photos.zillowstatic.com/fp/78efb618ea51cf7bc8fe836e6fc131bc-p_e.jpg,"$184,900"
32922912,House for sale,"60 Valley Woods Rd, Bolton Landing, NY 12814",3,2.0,43.570091,-73.663204,1582,SINGLE_FAMILY,Listing by: Coldwell Banker Prime Prop.,N/A,https://www.zillow.com/homedetails/60-Valley-Woods-Rd-Bolton-Landing-NY-12814/32922912_zpid/,https://photos.zillowstatic.com/fp/42f6f388a5ba13013164827aa10a8e99-p_e.jpg,"$324,000"
30008435,House for sale,"554 Church Ave, Germantown, NY 12526",3,2.0,42.101933,-73.872237,1480,SINGLE_FAMILY,Listing by: Patricia A. Hinkein Realty Llc Ge,518-537-4888,https://www.zillow.com/homedetails/554-Church-Ave-Germantown-NY-12526/30008435_zpid/,https://photos.zillowstatic.com/fp/1cea2c793b05d1e7fbb1cff910caf4a5-p_e.jpg,"$695,000"
30799722,House for sale,"945 Swancott Mill Rd, Taberg, NY 13471",4,1.0,43.437432,-75.595576,2228,SINGLE_FAMILY,Listing by: R A Wilkes Real Estate LLC,315-245-2263,https://www.zillow.com/homedetails/945-Swancott-Mill-Rd-Taberg-NY-13471/30799722_zpid/,https://photos.zillowstatic.com/fp/8aadc4f3c6c95cec369b04a82cfd3848-p_e.jpg,"$104,900"
32421892,House for sale,"33 Pico Rd, Clifton Park, NY 12065",3,2.0,42.817693,-73.78638,1940,SINGLE_FAMILY,"Listing by: Miranda Real Estate Group, Inc",518-348-2060,https://www.zillow.com/homedetails/33-Pico-Rd-Clifton-Park-NY-12065/32421892_zpid/,https://photos.zillowstatic.com/fp/fcec4cfc7ee82e3fcf8f5703643b1d13-p_e.jpg,"$285,000"
32443863,House for sale,"60 Skylark Dr, Ballston Spa, NY 12020",3,2.0,43.038794,-73.856652,2174,SINGLE_FAMILY,Listing by: Red Door Realty NY Inc,518-899-9500,https://www.zillow.com/homedetails/60-Skylark-Dr-Ballston-Spa-NY-12020/32443863_zpid/,https://photos.zillowstatic.com/fp/dc79d1f93429a661c1274d828d6da5a3-p_e.jpg,"$285,000"
62619900,House for sale,"1360 Islip Ave, Brentwood, NY 11717",3,1.0,40.774264,-73.214495,,SINGLE_FAMILY,Listing by: Signature Premier Properties,N/A,https://www.zillow.com/homedetails/1360-Islip-Ave-Brentwood-NY-11717/62619900_zpid/,https://photos.zillowstatic.com/fp/46c17ec10aad601ec82cd31b1a426f0e-p_e.jpg,"$369,999"
30957516,House for sale,"641 Wiler Rd, Hilton, NY 14468",4,3.0,43.290934,-77.892719,1998,SINGLE_FAMILY,Listing by: Keller Williams Realty Greater Rochester,585-362-8900,https://www.zillow.com/homedetails/641-Wiler-Rd-Hilton-NY-14468/30957516_zpid/,https://photos.zillowstatic.com/fp/974efbb2a0f102b7d7f0185fab05c53d-p_e.jpg,"$220,000"
219613093,House for sale,"39 Westview Cres, Geneseo, NY 14454",4,3.0,42.804585,-77.808417,3104,SINGLE_FAMILY,Listing by: RE/MAX Plus,585-623-1400,https://www.zillow.com/homedetails/39-Westview-Cres-Geneseo-NY-14454/219613093_zpid/,https://photos.zillowstatic.com/fp/6dc958621b0dde5b52e44b4125900131-p_e.jpg,"$229,900"
31885975,House for sale,"1120 Squire Ln, Farmington, NY 14425",4,3.0,42.981305,-77.342735,2021,SINGLE_FAMILY,Listing by: Red Barn Properties,585-381-2222,https://www.zillow.com/homedetails/1120-Squire-Ln-Farmington-NY-14425/31885975_zpid/,https://photos.zillowstatic.com/fp/b79fbd2532eaa37534f9f951e705cc77-p_e.jpg,"$275,000"
31606330,House for sale,"9142 Owens Rd, Prospect, NY 13435",4,2.0,43.305338,-75.172167,1800,SINGLE_FAMILY,"Listing by: Hoke Properties, LLC",315-709-2821,https://www.zillow.com/homedetails/9142-Owens-Rd-Prospect-NY-13435/31606330_zpid/,https://photos.zillowstatic.com/fp/0e51cba247d140a7a8d3d3d4cca11e13-p_e.jpg,"$340,000"
30006406,House for sale,"53 Island Dr, Copake, NY 12516",3,2.0,42.117798,-73.554144,1750,SINGLE_FAMILY,Listing by: Columbia County RE Specialist,518-325-9784,https://www.zillow.com/homedetails/53-Island-Dr-Copake-NY-12516/30006406_zpid/,https://photos.zillowstatic.com/fp/76a2d9ef96f8bd345de4102c35d60621-p_e.jpg,"$529,000"
2110778163,House for sale,"4701 Cliffside Dr, Dundee, NY 14837",2,1.0,42.536734,-76.911107,650,SINGLE_FAMILY,Listing by: Howard Hanna Lake Group,315-536-2700,https://www.zillow.com/homedetails/4701-Cliffside-Dr-Dundee-NY-14837/2110778163_zpid/,https://photos.zillowstatic.com/fp/0989ede91a3a8ff9d3d4486764d56003-p_e.jpg,"$170,000"
29969608,House for sale,"113 Lincoln Rd, Horseheads, NY 14845",4,3.0,42.1679,-76.851985,2508,SINGLE_FAMILY,Listing by: Warren Real Estate - Watkins Glen,607-703-0111,https://www.zillow.com/homedetails/113-Lincoln-Rd-Horseheads-NY-14845/29969608_zpid/,https://photos.zillowstatic.com/fp/7831358cfb067b814839b2e1a73b28fb-p_e.jpg,"$224,900"
32776492,House for sale,"127 Fire House Rd, Wurtsboro, NY 12790",2,2.0,41.62569,-74.451255,1708,SINGLE_FAMILY,Listing by: Keller Williams Hudson Valley,N/A,https://www.zillow.com/homedetails/127-Fire-House-Rd-Wurtsboro-NY-12790/32776492_zpid/,https://photos.zillowstatic.com/fp/251f79d2713299ae266df4d14414b19d-p_e.jpg,"$195,000"
32444796,House for sale,"336 Northline Rd, Ballston Spa, NY 12020",3,2.0,43.025015,-73.854783,1200,SINGLE_FAMILY,"Listing by: Julie & Co Realty, LLC",518-350-7653,https://www.zillow.com/homedetails/336-Northline-Rd-Ballston-Spa-NY-12020/32444796_zpid/,https://photos.zillowstatic.com/fp/98f76f242ecbdfb34bb186c6c95310a4-p_e.jpg,"$259,900"
30927610,House for sale,"318 Frisbee Hill Rd, Hilton, NY 14468",3,2.0,43.288787,-77.743774,1772,SINGLE_FAMILY,Listing by: Keller Williams Realty Greater Rochester,585-362-8900,https://www.zillow.com/homedetails/318-Frisbee-Hill-Rd-Hilton-NY-14468/30927610_zpid/,https://photos.zillowstatic.com/fp/fb85cf13ca9379857e9c3a460a89016e-p_e.jpg,"$169,900"
32910154,House for sale,"5204 Arbor Rd, Ontario, NY 14519",3,1.0,43.190386,-77.251449,1173,SINGLE_FAMILY,Listing by: Coldwell Banker Custom Realty,585-671-1111,https://www.zillow.com/homedetails/5204-Arbor-Rd-Ontario-NY-14519/32910154_zpid/,https://photos.zillowstatic.com/fp/8633b2477021e9c882e60d5f59e2eae8-p_e.jpg,"$139,900"
31754836,House for sale,"8523 Woodbox Rd, Manlius, NY 13104",4,3.0,43.00337,-75.945773,2836,SINGLE_FAMILY,Listing by: Hunt Real Estate ERA,315-682-7197,https://www.zillow.com/homedetails/8523-Woodbox-Rd-Manlius-NY-13104/31754836_zpid/,https://photos.zillowstatic.com/fp/fcf495f9c473d0fa5c2527ec67099770-p_e.jpg,"$359,900"
30503420,House for sale,"53 Showers Rd, Tannersville, NY 12485",2,2.0,42.201734,-74.134998,1354,SINGLE_FAMILY,Listing by: Fran Clark's Unique Realty,518-263-5477,https://www.zillow.com/homedetails/53-Showers-Rd-Tannersville-NY-12485/30503420_zpid/,https://photos.zillowstatic.com/fp/fc508b0f9f07aebfb983e83e53ae2fbb-p_e.jpg,"$269,000"
2071953497,Multi-family home for sale,"115-38 142nd St, Jamaica, NY 11436",6,4.0,40.681237,-73.800595,,MULTI_FAMILY,Listing by: Charles Rutenberg Realty Inc,N/A,https://www.zillow.com/homedetails/115-38-142nd-St-Jamaica-NY-11436/2071953497_zpid/,https://photos.zillowstatic.com/fp/b04997826188f2e6bcf62b6023b8f501-p_e.jpg,"$489,000"
59450785,House for sale,"25 Wildwood Rd, Rocky Point, NY 11778",4,3.0,40.96488,-72.946974,2600,SINGLE_FAMILY,Listing by: Daniel Gale Real Estate,N/A,https://www.zillow.com/homedetails/25-Wildwood-Rd-Rocky-Point-NY-11778/59450785_zpid/,https://photos.zillowstatic.com/fp/ad8c8b010d350f479cd8be2f6b5d4613-p_e.jpg,"$489,000"
31019962,House for sale,"36 Bent Oak Trl, Fairport, NY 14450",4,3.0,43.06782,-77.410012,2080,SINGLE_FAMILY,Listing by: Howard Hanna,585-223-9000,https://www.zillow.com/homedetails/36-Bent-Oak-Trl-Fairport-NY-14450/31019962_zpid/,https://photos.zillowstatic.com/fp/b737cb41c8b58b1caea33e8a78e9cb10-p_e.jpg,"$289,900"
30116872,House for sale,"75 N Cross Rd, Lagrangeville, NY 12540",3,2.0,41.666207,-73.745032,1688,SINGLE_FAMILY,Listing by: Re/max Town & Country Fk,845-765-6128,https://www.zillow.com/homedetails/75-N-Cross-Rd-Lagrangeville-NY-12540/30116872_zpid/,https://photos.zillowstatic.com/fp/d0ad2a83efd697682cf5b233ddd0ff1d-p_e.jpg,"$280,000"
30494955,House for sale,"194 Main St, Catskill, NY 12414",3,2.0,42.214261,-73.861175,1600,SINGLE_FAMILY,Listing by: Century 21 New West,518-943-2620,https://www.zillow.com/homedetails/194-Main-St-Catskill-NY-12414/30494955_zpid/,https://photos.zillowstatic.com/fp/a1682148bce5f0cacbbfe3b9919eabf1-p_e.jpg,"$279,000"
55760585,House for sale,"1365 Lavalley Rd, Mooers, NY 12958",3,2.0,44.955104,-73.556965,1512,SINGLE_FAMILY,Listing by: RE/MAX North Country,518-563-1200,https://www.zillow.com/homedetails/1365-Lavalley-Rd-Mooers-NY-12958/55760585_zpid/,https://photos.zillowstatic.com/fp/845dd21ffbbef2bee333af076a5ac076-p_e.jpg,"$185,000"
30269397,House for sale,"117 King St, East Aurora, NY 14052",4,1.0,42.764727,-78.613313,1672,SINGLE_FAMILY,Listing by: Howard Hanna,716-634-4200,https://www.zillow.com/homedetails/117-King-St-East-Aurora-NY-14052/30269397_zpid/,https://photos.zillowstatic.com/fp/0d0c478646efac76edb0c4f4dc5c94bd-p_e.jpg,"$250,000"
31629826,House for sale,"12 West St, Schenevus, NY 12155",4,2.0,42.5493,-74.825001,1700,SINGLE_FAMILY,Listing by: Keller Williams Upstate NY Pro,N/A,https://www.zillow.com/homedetails/12-West-St-Schenevus-NY-12155/31629826_zpid/,https://photos.zillowstatic.com/fp/2fd07a1d432951af291906cd9f3c5ee4-p_e.jpg,"$139,000"
30413410,House for sale,"136 Laurelton Dr, West Seneca, NY 14224",3,2.0,42.818393,-78.7614,1524,SINGLE_FAMILY,Listing by: Gurney Becker & Bourne,716-849-1234,https://www.zillow.com/homedetails/136-Laurelton-Dr-West-Seneca-NY-14224/30413410_zpid/,https://photos.zillowstatic.com/fp/a338bede3ec9fe6fe30f9f5977c139e8-p_e.jpg,"$199,900"
2070788726,House for sale,"1343 Bragg Hollow Rd, Halcottsville, NY 12438",3,2.0,42.218014,-74.620079,2056,SINGLE_FAMILY,Listing by: Keller Williams Realty HV Nort,845-481-2700,https://www.zillow.com/homedetails/1343-Bragg-Hollow-Rd-Halcottsville-NY-12438/2070788726_zpid/,https://photos.zillowstatic.com/fp/9f3e8e2bb8cc5cd6962f4b6eb83e3548-p_e.jpg,"$499,000"
32505927,House for sale,"1046 Day Rd, Schenectady, NY 12303",2,1.0,42.766237,-73.922647,1160,SINGLE_FAMILY,"Listing by: Gabler Realty, LLC",518-935-4800,https://www.zillow.com/homedetails/1046-Day-Rd-Schenectady-NY-12303/32505927_zpid/,https://photos.zillowstatic.com/fp/eb02a4ec7cd81f0038de924071d0d667-p_e.jpg,"$150,000"
32520618,House for sale,"899 Potter Mountain Rd, Gilboa, NY 12076",4,2.0,42.401031,-74.308151,2248,SINGLE_FAMILY,Listing by: Windstar Realty Group LLC,N/A,https://www.zillow.com/homedetails/899-Potter-Mountain-Rd-Gilboa-NY-12076/32520618_zpid/,https://photos.zillowstatic.com/fp/91abd201c0a6ddfd0064ffbea0cb9c53-p_e.jpg,"$239,000"
31771615,House for sale,"102 Elbow Rd, North Syracuse, NY 13212",4,3.0,43.115394,-76.14634,2131,SINGLE_FAMILY,Listing by: Berkshire Hathaway CNY Realty,315-218-1480,https://www.zillow.com/homedetails/102-Elbow-Rd-North-Syracuse-NY-13212/31771615_zpid/,https://photos.zillowstatic.com/fp/7bb30905af16b387e1d8b09f47c7be87-p_e.jpg,"$169,900"
32910560,House for sale,"3706 S Main St, Marion, NY 14505",3,1.0,43.1397,-77.192127,1508,SINGLE_FAMILY,"Listing by: Doebler Realty, LLC",315-331-7070,https://www.zillow.com/homedetails/3706-S-Main-St-Marion-NY-14505/32910560_zpid/,https://photos.zillowstatic.com/fp/a780f1dfa051c0cd871f82a166e1b5b2-p_e.jpg,"$115,000"
29992940,House for sale,"295 Charles Kelley Rd, Oxford, NY 13830",4,2.0,42.44568,-75.545711,2592,SINGLE_FAMILY,Listing by: Coldwell Banker Timberland Pro,N/A,https://www.zillow.com/homedetails/295-Charles-Kelley-Rd-Oxford-NY-13830/29992940_zpid/,https://photos.zillowstatic.com/fp/ecfb48cd3f61357b9279fe5ca0ac01af-p_e.jpg,"$209,900"
53774440,House for sale,"268 Butterfly Shrs, Mexico, NY 13114",3,1.0,43.516005,-76.285713,1092,SINGLE_FAMILY,Listing by: GRG Gloria Realty Group,315-671-2341,https://www.zillow.com/homedetails/268-Butterfly-Shrs-Mexico-NY-13114/53774440_zpid/,https://photos.zillowstatic.com/fp/73088681a471e4a51d706760423c3409-p_e.jpg,"$179,900"
31002377,House for sale,"3 Wildflower Ln, Penfield, NY 14526",4,3.0,43.166831,-77.481729,2636,SINGLE_FAMILY,Listing by: Howard Hanna,585-671-5180,https://www.zillow.com/homedetails/3-Wildflower-Ln-Penfield-NY-14526/31002377_zpid/,https://photos.zillowstatic.com/fp/977e91d7a19266cc8da087e5041ea744-p_e.jpg,"$369,900"
30820177,House for sale,"5016 Blank Hill Rd, Dansville, NY 14437",5,2.0,42.503567,-77.759794,2790,SINGLE_FAMILY,Listing by: RE/MAX Plus,585-279-8200,https://www.zillow.com/homedetails/5016-Blank-Hill-Rd-Dansville-NY-14437/30820177_zpid/,https://photos.zillowstatic.com/fp/46b70d7f17a67a70b872f27c44c13981-p_e.jpg,"$169,900"
66508035,House for sale,"9 Orville Way, Cambridge, NY 12816",4,3.0,43.018704,-73.374344,1760,SINGLE_FAMILY,Listing by: Maple Leaf Realty,802-447-3210,https://www.zillow.com/homedetails/9-Orville-Way-Cambridge-NY-12816/66508035_zpid/,https://photos.zillowstatic.com/fp/c59af048e3cdd8e8ab3f01b1809f9737-p_e.jpg,"$325,000"
2088883315,House for sale,"59 County Route 25, Hudson, NY 12534",3,2.0,42.304698,-73.747311,1700,SINGLE_FAMILY,"Listing by: The Kinderhook Group, Inc.",518-751-4444,https://www.zillow.com/homedetails/59-County-Route-25-Hudson-NY-12534/2088883315_zpid/,https://photos.zillowstatic.com/fp/743067ef34a5503e426862c7d3f47cbb-p_e.jpg,"$329,900"
29710100,House for sale,"25 Chapman Dr, Albany, NY 12203",3,2.0,42.682045,-73.850512,1925,SINGLE_FAMILY,Listing by: Howard Hanna,518-438-4511,https://www.zillow.com/homedetails/25-Chapman-Dr-Albany-NY-12203/29710100_zpid/,https://photos.zillowstatic.com/fp/6348b4da56be67814d0c40b4c13398b5-p_e.jpg,"$254,900"
2070784030,House for sale,"5960 Vosburgh Rd, Earlville, NY 13332",3,2.0,42.743267,-75.602951,1280,SINGLE_FAMILY,Listing by: Howard Hanna,N/A,https://www.zillow.com/homedetails/5960-Vosburgh-Rd-Earlville-NY-13332/2070784030_zpid/,https://photos.zillowstatic.com/fp/fe53553b86eea20c7951855a88538949-p_e.jpg,"$279,900"
32967980,House for sale,"8 Schultz Ct, Peekskill, NY 10566",3,3.0,41.296867,-73.900052,2045,SINGLE_FAMILY,Listing by: Keller Williams Realty Partner,N/A,https://www.zillow.com/homedetails/8-Schultz-Ct-Peekskill-NY-10566/32967980_zpid/,https://photos.zillowstatic.com/fp/cd8a9819d0e2178a0466a2048b654cd2-p_e.jpg,"$495,000"
29709418,House for sale,"1833 Western Ave, Albany, NY 12203",4,2.0,42.69159,-73.869737,1200,SINGLE_FAMILY,Listing by: Keller Williams Capital Dist,518-724-5800,https://www.zillow.com/homedetails/1833-Western-Ave-Albany-NY-12203/29709418_zpid/,https://photos.zillowstatic.com/fp/18cb2026aa1e09070a04ca004b080ffe-p_e.jpg,"$239,900"
29767450,House for sale,"1708 Ayres Ct, Vestal, NY 13850",3,2.0,42.08831,-76.024611,1442,SINGLE_FAMILY,Listing by: HOWARD HANNA,607-772-1177,https://www.zillow.com/homedetails/1708-Ayres-Ct-Vestal-NY-13850/29767450_zpid/,https://photos.zillowstatic.com/fp/23985a3a8c19b464f264209068817389-p_e.jpg,"$169,900"
31843857,House for sale,"9 Arbor Dr, Newburgh, NY 12550",3,2.0,41.522892,-74.120554,1216,SINGLE_FAMILY,Listing by: RE/MAX Benchmark Realty Group,N/A,https://www.zillow.com/homedetails/9-Arbor-Dr-Newburgh-NY-12550/31843857_zpid/,https://photos.zillowstatic.com/fp/65bb8a212f1e178f37e39401e9c41a53-p_e.jpg,"$314,900"
31236558,House for sale,"1865 Oliver Ave, Valley Stream, NY 11580",3,4.0,40.681255,-73.718312,1640,SINGLE_FAMILY,Listing by: SOWAE CORP,646-443-6607,https://www.zillow.com/homedetails/1865-Oliver-Ave-Valley-Stream-NY-11580/31236558_zpid/,https://photos.zillowstatic.com/fp/edde86a3daa073d4797c93447c296100-p_e.jpg,"$330,000"
53170366,House for sale,"10685 Middle Rd, Dexter, NY 13634",3,2.0,43.98532,-76.158892,1323,SINGLE_FAMILY,Listing by: Keller Williams Northern New York,315-459-6619,https://www.zillow.com/homedetails/10685-Middle-Rd-Dexter-NY-13634/53170366_zpid/,https://photos.zillowstatic.com/fp/e6c0012fe7f3d75c456ea53c3715f302-p_e.jpg,"$199,900"
2078579838,Condo for sale,"303 E 57th St APT 45G, New York, NY 10022",4,4.0,40.759498,-73.964599,3300,CONDO,Listing by: Compass,917-567-5167,https://www.zillow.com/homedetails/303-E-57th-St-APT-45G-New-York-NY-10022/2078579838_zpid/,https://photos.zillowstatic.com/fp/2d71644ce3cc27f1b9f0fefa8bfee7b0-p_e.jpg,"$650,000"
237533206,House for sale,"317 Parma View Dr, Hilton, NY 14468",3,2.0,43.281154,-77.784571,1600,SINGLE_FAMILY,Listing by: Hunt Real Estate ERA/Columbus,585-352-7866,https://www.zillow.com/homedetails/317-Parma-View-Dr-Hilton-NY-14468/237533206_zpid/,https://photos.zillowstatic.com/fp/b255b71509461c247c89b248e3bce5b1-p_e.jpg,"$172,500"
32668955,Foreclosure,"20 Chestnut St, Islip, NY 11751",4,2.0,40.731325,-73.212177,,SINGLE_FAMILY,Listing by: Coldwell Banker American Homes,N/A,https://www.zillow.com/homedetails/20-Chestnut-St-Islip-NY-11751/32668955_zpid/,https://photos.zillowstatic.com/fp/6e6f1a6ea75d26620535e0cdb97ec983-p_e.jpg,"$299,900"
53776000,House for sale,"130 Lorton Lake Dr, Altmar, NY 13302",3,2.0,43.505205,-75.88876,1328,SINGLE_FAMILY,Listing by: Acropolis Realty Group LLC,315-396-0493,https://www.zillow.com/homedetails/130-Lorton-Lake-Dr-Altmar-NY-13302/53776000_zpid/,https://photos.zillowstatic.com/fp/1905ec00ab3f6a2e397e89c864d6670d-p_e.jpg,"$279,900"
31693136,House for sale,"114 Rowena Dr, Camillus, NY 13031",4,2.0,43.041732,-76.254851,1584,SINGLE_FAMILY,Listing by: Howard Hanna Real Estate,315-487-0040,https://www.zillow.com/homedetails/114-Rowena-Dr-Camillus-NY-13031/31693136_zpid/,https://photos.zillowstatic.com/fp/d198ed5c21bfc8269c281b8924429793-p_e.jpg,"$179,900"
60562246,House for sale,"216 Arlington St, Watertown, NY 13601",4,3.0,43.970119,-75.897418,2214,SINGLE_FAMILY,Listing by: NNY Homes Inc,315-782-4476,https://www.zillow.com/homedetails/216-Arlington-St-Watertown-NY-13601/60562246_zpid/,https://photos.zillowstatic.com/fp/6fbf81add51cc40505d668af33a46909-p_e.jpg,"$196,400"
30062347,House for sale,"1959 Palmer Hill Rd, Walton, NY 13856",2,1.0,42.263644,-75.131319,1000,SINGLE_FAMILY,Listing by: Howard Hanna,N/A,https://www.zillow.com/homedetails/1959-Palmer-Hill-Rd-Walton-NY-13856/30062347_zpid/,https://photos.zillowstatic.com/fp/fb1186d239a4bdc254eeedd683d1939c-p_e.jpg,"$124,900"
32376614,House for sale,"6 Carteret St, Staten Island, NY 10307",4,3.0,40.508013,-74.248627,1978,SINGLE_FAMILY,Listing by: Weichert Realtors Evolution Group,718-370-7653,https://www.zillow.com/homedetails/6-Carteret-St-Staten-Island-NY-10307/32376614_zpid/,https://photos.zillowstatic.com/fp/9ecaf34bff0e5ec6846fb93eb10c9c83-p_e.jpg,"$949,999"
32448998,House for sale,"1549 W River Rd, Gansevoort, NY 12831",3,1.0,43.228356,-73.589167,1188,SINGLE_FAMILY,Listing by: Cameron & Associates Real Esta,N/A,https://www.zillow.com/homedetails/1549-W-River-Rd-Gansevoort-NY-12831/32448998_zpid/,https://photos.zillowstatic.com/fp/53b13213581fb2bb6f58211e3c57d06d-p_e.jpg,"$169,900"
30510362,House for sale,"167 John Rust Rd, Indian Lake, NY 12842",5,2.0,43.786939,-74.302749,2590,SINGLE_FAMILY,"Listing by: Julie & Co Realty, LLC",518-350-7653,https://www.zillow.com/homedetails/167-John-Rust-Rd-Indian-Lake-NY-12842/30510362_zpid/,https://photos.zillowstatic.com/fp/da62e923f010c79c7db2d5bd3ab4cfbc-p_e.jpg,"$320,000"
53755859,House for sale,"214 Park St, Fulton, NY 13069",4,2.0,43.320305,-76.412001,1988,SINGLE_FAMILY,Listing by: Howard Hanna Real Estate,315-622-2111,https://www.zillow.com/homedetails/214-Park-St-Fulton-NY-13069/53755859_zpid/,https://photos.zillowstatic.com/fp/fccd39d70852c49c429413837f6dd8a6-p_e.jpg,"$105,000"
31016234,House for sale,"6 Hanford Way, Fairport, NY 14450",3,3.0,43.081574,-77.456121,1216,SINGLE_FAMILY,Listing by: Howard Hanna,585-223-9000,https://www.zillow.com/homedetails/6-Hanford-Way-Fairport-NY-14450/31016234_zpid/,https://photos.zillowstatic.com/fp/3f3bc5fe28d63a760289b30f5b890a1f-p_e.jpg,"$274,900"
32929019,House for sale,"142 Montray Rd, Queensbury, NY 12804",3,2.0,43.343126,-73.677921,1589,SINGLE_FAMILY,Listing by: Howard Hanna,N/A,https://www.zillow.com/homedetails/142-Montray-Rd-Queensbury-NY-12804/32929019_zpid/,https://photos.zillowstatic.com/fp/0cd423d771abab62f27ade1174f62756-p_e.jpg,"$259,000"
216216881,House for sale,"107 Prospect Pl, New Berlin, NY 13411",2,1.0,42.600325,-75.334248,1250,SINGLE_FAMILY,Listing by: Keller Williams Upstate NY Pro,N/A,https://www.zillow.com/homedetails/107-Prospect-Pl-New-Berlin-NY-13411/216216881_zpid/,https://photos.zillowstatic.com/fp/3fa41c714ac43e3d0f704f119c606813-p_e.jpg,"$98,500"
32790647,House for sale,"3801 Main St, Burdett, NY 14818",3,3.0,42.417536,-76.849911,2423,SINGLE_FAMILY,Listing by: Cabins to Castles,607-535-2586,https://www.zillow.com/homedetails/3801-Main-St-Burdett-NY-14818/32790647_zpid/,https://photos.zillowstatic.com/fp/ea8ec7e3c2b6b16d43caa849d7228896-p_e.jpg,"$199,500"
2071266954,Condo for sale,"35 Hudson Yards PENTHOUSE 90, New York, NY 10001",5,7.0,40.75475,-74.002281,10171,CONDO,Listing by: Corcoran,212-385-1515,https://www.zillow.com/homedetails/35-Hudson-Yards-PENTHOUSE-90-New-York-NY-10001/2071266954_zpid/,https://photos.zillowstatic.com/fp/9808ca2394d6890c04261e63529ab966-p_e.jpg,"$59,000,000"
31312858,House for sale,"30 Vandewater St, Farmingdale, NY 11735",4,2.0,40.7234,-73.44579,1235,SINGLE_FAMILY,Listing by: Douglas Elliman Real Estate,N/A,https://www.zillow.com/homedetails/30-Vandewater-St-Farmingdale-NY-11735/31312858_zpid/,https://photos.zillowstatic.com/fp/b1ae6e370177e49f807831cbf5649873-p_e.jpg,"$449,000"
31805503,House for sale,"86 Goosepond Mountain Rd, Chester, NY 10918",4,2.0,41.345599,-74.261515,1600,SINGLE_FAMILY,Listing by: MK Realty Inc,N/A,https://www.zillow.com/homedetails/86-Goosepond-Mountain-Rd-Chester-NY-10918/31805503_zpid/,https://photos.zillowstatic.com/fp/e22a454fba8a4303c29f94afdc846d1c-p_e.jpg,"$390,000"
30999906,House for sale,"1660 Plank Rd, Webster, NY 14580",2,1.0,43.181916,-77.395884,1231,SINGLE_FAMILY,Listing by: Keller Williams Realty Greater Rochester,585-362-8900,https://www.zillow.com/homedetails/1660-Plank-Rd-Webster-NY-14580/30999906_zpid/,https://photos.zillowstatic.com/fp/83c9d0ccca2ab4845c873d57c00300da-p_e.jpg,"$149,900"
31575860,House for sale,"914 Armory Dr, Utica, NY 13501",3,2.0,43.081507,-75.221723,1143,SINGLE_FAMILY,Listing by: HUNT REAL ESTATE ERA NH,315-801-9705,https://www.zillow.com/homedetails/914-Armory-Dr-Utica-NY-13501/31575860_zpid/,https://photos.zillowstatic.com/fp/3d8bebcad250d552e679f006c9239dcc-p_e.jpg,"$179,900"
63887002,House for sale,"11105 E Emery Rd, South Wales, NY 14139",7,3.0,42.70936,-78.575063,3114,SINGLE_FAMILY,Listing by: Howard Hanna,716-656-8999,https://www.zillow.com/homedetails/11105-E-Emery-Rd-South-Wales-NY-14139/63887002_zpid/,https://photos.zillowstatic.com/fp/f10f998be124e7a0f30d2973cf15a019-p_e.jpg,"$315,000"
30965295,House for sale,"16 Glen Acre Dr, Pittsford, NY 14534",4,3.0,43.065782,-77.579804,2389,SINGLE_FAMILY,Listing by: Howard Hanna,585-381-0502,https://www.zillow.com/homedetails/16-Glen-Acre-Dr-Pittsford-NY-14534/30965295_zpid/,https://photos.zillowstatic.com/fp/d89ca2f0ebdc5eea2885f07c25259f3a-p_e.jpg,"$276,900"
30139358,House for sale,"517 Primrose Hill Rd, Rhinebeck, NY 12572",3,3.0,41.887375,-73.875098,2380,SINGLE_FAMILY,Listing by: Paul Hallenbeck Real Estate Rh,845-876-1660,https://www.zillow.com/homedetails/517-Primrose-Hill-Rd-Rhinebeck-NY-12572/30139358_zpid/,https://photos.zillowstatic.com/fp/6f2d8d79da97be99f015bfbc5b20144c-p_e.jpg,"$395,000"
